A1,196.4666772999958,870.2000245999868,1066.6667018999826
A2,94.78333170000161,287.56665969999904,382.34999140000065
A3,8377.983339200006,1915.0666663000159,10293.050005500021
A4,51.94999929999983,991.6833390999932,1043.6333383999931
A5,0.0,0.0,0.0
B1,4930.383340699991,2212.5166712999903,7142.900011999982
B2,4444.9801035000155,3211.8483792000106,7656.828482700026
B3,4838.216666399992,2277.5166597000084,7115.7333261
B4,4510.300001000009,2101.45000629999,6611.750007299999
B5,4757.48334619999,2642.3833580999926,7399.866704299982
C1,3653.099989200007,2449.3833319000128,6102.48332110002
C2,3482.1999900999954,3756.5666907999966,7238.766680899992
C3,3389.183324300006,3888.483303600003,7277.666627900009
C4,3394.4500097000073,3211.650032599971,6606.100042299979
C5,2949.566664600012,3744.816674299994,6694.383338900006
D1,2060.6999905999974,2723.816642799993,4784.5166333999905
D2,3350.7666782999922,3749.333339500003,7100.100017799996
D3,2782.949996700011,3729.583365699983,6512.533362399994
D4,2462.666659199998,3775.0333115999833,6237.699970799981
D5,2931.8666805999965,3880.200007499997,6812.066688099993
