A1,355.58333260000296,366.4833344999995,722.0666671000024
A2,389.9166655000003,814.8333357999966,1204.750001299997
A3,24198.68333350023,466.9833347999995,24665.66666830023
A4,2717.0000004000017,214.8166667999988,2931.8166672000007
A5,2949.566664600012,3744.816674299994,6694.383338900006
B1,1546.5166771999907,1142.9666669999951,2689.483344199986
B2,1030.5107456000055,301.2709700999993,1331.781715700005
B3,1263.2000008999946,480.4666684000002,1743.6666692999947
B4,1062.7499995000085,1005.3000016999954,2068.050001200004
B5,1258.1000115999936,474.033332699999,1732.1333442999926
C1,440.14999070000346,237.69999769999941,677.8499884000029
C2,282.79999309999556,76.81666349999983,359.6166565999954
C3,204.5166597000046,56.9666640999983,261.4833238000029
C4,199.20000570000354,91.10000160000061,290.30000730000415
C5,0.0,0.0,0.0
D1,782.433330600009,81.60000019999933,864.0333308000083
D2,159.0333357999976,29.383334799998465,188.41667059999605
D3,169.5166672000055,19.13333359999939,188.65000080000488
D4,459.2499987000083,34.79999869999972,494.049997400008
D5,104.11666680000383,18.716667099999086,122.83333390000291
