A1,989.7499993999982,677.6000029000038,1667.350002300002
A2,801.6666656999978,981.1166694000018,1782.7833350999995
A3,34310.4500003,989.7166707000017,35300.166671
A4,4412.900003599987,198.09999980000117,4611.000003399989
A5,4838.216666399992,2277.5166597000084,7115.7333261
B1,160.3833354000003,129.4666630000005,289.8499984000008
B2,68.40000089999921,46.10913940000097,114.50914030000018
B3,0.0,0.0,0.0
B4,44.08333349999941,122.68333340000004,166.76666689999945
B5,34.300001099999236,18.74999930000024,53.050000399999476
C1,243.94999989999678,175.76666810000262,419.7166679999994
C2,492.5666683999963,238.85000510000145,731.4166734999977
C3,178.133334799998,201.9999981000003,380.1333328999983
C4,130.89999969999843,371.0500050999999,501.95000479999834
C5,1263.2000008999946,480.4666684000002,1743.6666692999947
D1,2880.8999998999925,294.916665,3175.8166648999927
D2,1343.7666664999915,220.58333530000112,1564.3500017999927
D3,2408.566666099994,277.3833361999999,2685.950002299994
D4,2624.616668299994,308.63333009999883,2933.2499983999933
D5,1884.2166655999931,286.69999940000054,2170.916664999994
