A1,22.81666719999987,82.11666869999925,104.93333589999912
A2,0.0,0.0,0.0
A3,8895.09995979998,224.5666660000013,9119.66662579998
A4,126.03332680000028,305.6000018999977,431.633328699998
A5,94.78333170000161,287.56665969999904,382.34999140000065
B1,962.2166642999994,1111.6166649999973,2073.833329299997
B2,746.5811806000027,1015.2102163000014,1761.7913969000042
B3,801.6666656999978,981.1166694000018,1782.7833350999995
B4,740.0999992000022,984.4833365999983,1724.5833358000004
B5,806.8666708999974,1029.8000022000008,1836.6666730999982
C1,541.4999938000022,742.6666625000041,1284.1666563000063
C2,503.0999954999986,908.1166682000003,1411.216663699999
C3,461.8833312000017,917.2833255999984,1379.1666568
C4,463.10000130000145,802.0666727999976,1265.166674099999
C5,389.9166655000003,814.8333357999966,1204.750001299997
D1,241.1499968999974,522.6499948999992,763.7999917999966
D2,485.68332959999947,865.0166704999981,1350.7000000999976
D3,365.2666619000006,775.5666746999948,1140.8333365999954
D4,319.3499980000011,748.716663499996,1068.066661499997
D5,416.3333372000003,822.100001999997,1238.4333391999971
