A1,486.66666289999864,403.40000209999954,890.0666649999982
A2,485.68332959999947,865.0166704999981,1350.7000000999976
A3,25867.283407299918,531.3333363999959,26398.616743699913
A4,3112.8666772999904,216.86666680000053,3329.733344099991
A5,3350.7666782999922,3749.333339500003,7100.100017799996
B1,1816.533346899993,816.1666666000036,2632.7000134999967
B2,1056.7671968000077,88.83924860000008,1145.6064454000077
B3,1343.7666664999915,220.58333530000112,1564.3500017999927
B4,1091.2333322000104,736.400000400004,1827.6333326000145
B5,1351.2500123999903,196.5666663000012,1547.8166786999914
C1,388.3333259000041,131.91666830000048,520.2499942000046
C2,202.1166586999969,21.26666630000011,223.383324999997
C3,93.9499932000029,14.766667199999063,108.71666040000196
C4,99.40000330000248,46.916665000000194,146.31666830000268
C5,159.0333357999976,29.383334799998465,188.41667059999605
D1,1168.750010099994,98.23333379999934,1266.9833438999933
D2,0.0,0.0,0.0
D3,491.03334409999,27.43333329999922,518.4666773999893
D4,798.2500125999873,42.40000079999919,840.6500133999864
D5,259.5166765999939,25.066666099999566,284.58334269999347
