A1,898.7166676000029,768.7666729999971,1667.4833406
A2,740.0999992000022,984.4833365999983,1724.5833358000004
A3,32767.11666980036,1317.900003600003,34085.016673400365
A4,4101.733336900001,274.2166666999995,4375.9500036
A5,4510.300001000009,2101.45000629999,6611.750007299999
B1,84.84999990000205,120.61666879999865,205.4666687000007
B2,39.90967760000194,290.0145108000037,329.9241884000056
B3,44.08333349999941,122.68333340000004,166.76666689999945
B4,0.0,0.0,0.0
B5,43.433334699999364,136.15000090000035,179.5833355999997
C1,158.61666710000065,309.5833349000022,468.2000020000029
C2,367.0000025000042,720.766676900002,1087.7666794000063
C3,150.25000190000145,736.8833224000011,887.1333243000026
C4,128.38333220000067,705.9166770999922,834.3000092999928
C5,1062.7499995000085,1005.3000016999954,2068.050001200004
D1,2571.8166661000164,661.9833242999966,3233.799990400013
D2,1091.2333322000104,736.400000400004,1827.6333326000145
D3,2135.7333337000123,848.9666766999949,2984.700010400007
D4,2384.950003700006,923.6499878999956,3308.599991600002
D5,1635.0833330000155,884.9333325999969,2520.0166656000124
