241.44,363.45
241.46,363.5166667
241.49,363.6
241.51,363.6833333
241.54,363.7666667
241.56,363.85
241.61,363.9333333
241.63,364
241.66,364.0666667
241.68,364.1333333
241.7,364.1833333
241.73,364.2333333
241.75,364.2666667
241.78,364.3
241.8,364.3166667
241.82,364.3166667
241.85,364.3
241.87,364.2666667
241.89,364.25
241.92,364.2166667
241.94,364.2
241.96,364.2
241.99,364.1833333
242.01,364.1833333
242.03,364.1833333
242.06,364.1833333
242.08,364.2
242.1,364.2166667
242.13,364.2333333
242.15,364.25
242.2,364.2666667
242.23,364.2833333
242.25,364.3
242.27,364.3166667
242.3,364.35
242.32,364.3833333
242.34,364.4166667
242.37,364.4666667
242.39,364.5166667
242.41,364.5833333
242.44,364.65
242.46,364.7333333
242.48,364.8
242.51,364.8666667
242.53,364.9166667
242.55,364.9833333
242.58,365.0333333
242.6,365.0833333
242.62,365.1166667
242.65,365.1333333
242.67,365.1333333
242.7,365.1333333
242.72,365.1166667
242.74,365.0833333
242.76,365.0666667
242.82,365.0166667
242.84,364.95
242.86,364.8833333
242.89,364.8333333
242.91,364.7833333
242.94,364.7333333
242.96,364.7
242.98,364.6666667
243.01,364.6333333
243.03,364.6166667
243.05,364.6166667
243.08,364.6166667
243.1,364.6333333
243.12,364.6333333
243.15,364.6333333
243.17,364.65
243.19,364.6666667
243.22,364.7
243.24,364.7333333
243.26,364.7833333
243.29,364.8166667
243.31,364.85
243.33,364.8833333
243.36,364.9166667
243.38,364.95
243.43,364.9833333
243.45,365.0166667
243.48,365.05
243.5,365.0666667
243.52,365.0833333
243.55,365.1
243.57,365.1
243.6,365.1
243.62,365.1
243.64,365.1
243.66,365.1
243.69,365.0833333
243.71,365.0666667
243.74,365.05
243.76,365.0333333
243.78,365.0166667
243.81,365
243.83,364.9833333
243.85,364.9666667
243.88,364.95
243.9,364.9333333
243.92,364.9333333
243.95,364.9333333
243.97,364.95
244.02,364.9666667
244.05,364.9833333
244.07,365
244.09,365.0333333
244.12,365.0833333
244.14,365.1333333
244.16,365.2
244.19,365.2666667
244.21,365.3333333
244.24,365.4333333
244.26,365.5166667
244.28,365.6166667
244.3,365.7333333
244.33,365.8333333
244.35,365.9166667
244.37,366
244.4,366.0833333
244.42,366.15
244.45,366.2
244.47,366.25
244.49,366.2833333
244.51,366.3
244.54,366.3
244.56,366.2833333
244.59,366.2833333
244.64,366.2833333
244.66,366.2833333
244.68,366.2666667
244.71,366.25
244.73,366.2333333
244.75,366.2166667
244.78,366.2
244.8,366.1833333
244.82,366.1666667
244.85,366.15
244.87,366.1333333
244.89,366.1166667
244.92,366.0833333
244.94,366.0666667
244.96,366.05
244.99,366.05
245.01,366.05
245.03,366.05
245.06,366.0666667
245.08,366.0833333
245.1,366.1
245.13,366.1
245.15,366.1166667
245.18,366.1333333
245.2,366.1666667
245.25,366.2
245.27,366.2166667
245.3,366.25
245.32,366.2833333
245.35,366.3166667
245.37,366.3333333
245.39,366.3666667
245.41,366.3833333
245.44,366.4166667
245.46,366.4333333
245.49,366.4666667
245.51,366.4833333
245.53,366.5166667
245.56,366.55
245.58,366.5833333
245.6,366.6333333
245.63,366.6833333
245.65,366.7333333
245.67,366.8
245.7,366.85
245.72,366.9333333
245.74,367.0333333
245.77,367.15
245.79,367.3
245.81,367.4666667
245.86,367.6833333
245.89,367.9166667
245.91,368.1666667
245.93,368.4333333
245.96,368.7166667
245.98,369.0166667
246.01,369.3333333
246.03,369.6666667
246.05,370.0166667
246.07,370.3666667
246.1,370.7
246.12,371.0333333
246.15,371.3666667
246.17,371.7
246.19,372.0166667
246.22,372.3333333
246.24,372.65
246.26,372.9666667
246.29,373.2833333
246.31,373.5833333
246.34,373.9
246.36,374.2
246.38,374.5
246.41,374.7666667
246.46,375.0333333
246.48,375.2833333
246.5,375.5166667
246.53,375.75
246.55,375.9666667
246.57,376.1833333
246.6,376.3833333
246.62,376.6
246.64,376.8
246.67,376.9833333
246.69,377.1666667
246.71,377.35
246.74,377.5333333
246.76,377.7166667
246.79,377.9
246.81,378.0833333
246.83,378.2833333
246.85,378.4833333
246.88,378.7
246.9,378.9166667
246.93,379.1333333
246.95,379.35
246.97,379.5833333
246.99,379.8166667
247.02,380.05
247.07,380.3
247.09,380.55
247.12,380.7833333
247.14,381.0166667
247.16,381.25
247.19,381.5
247.21,381.7333333
247.23,381.95
247.26,382.15
247.28,382.3333333
247.3,382.5166667
247.33,382.65
247.35,382.7666667
247.37,382.8666667
247.4,382.95
247.42,383.0166667
247.45,383.0833333
247.47,383.1333333
247.49,383.1833333
247.52,383.2166667
247.54,383.25
247.56,383.2833333
247.59,383.3
247.61,383.3333333
247.63,383.35
247.68,383.3833333
247.71,383.4
247.73,383.4333333
247.75,383.45
247.78,383.4833333
247.8,383.5166667
247.82,383.55
247.85,383.5833333
247.87,383.6166667
247.9,383.6666667
247.92,383.7333333
247.94,383.8
247.96,383.8833333
247.99,383.9666667
248.01,384.05
248.04,384.1333333
248.06,384.2333333
248.08,384.3333333
248.1,384.4333333
248.13,384.55
248.15,384.6666667
248.18,384.7833333
248.2,384.9166667
248.22,385.0333333
248.24,385.15
248.3,385.2666667
248.32,385.3666667
248.34,385.4666667
248.37,385.55
248.39,385.6333333
248.41,385.7166667
248.44,385.8
248.46,385.8833333
248.48,385.95
248.51,386.0166667
248.53,386.0666667
248.55,386.1166667
248.58,386.1833333
248.6,386.25
248.63,386.3166667
248.65,386.3666667
248.67,386.4166667
248.7,386.4666667
248.72,386.5166667
248.74,386.5833333
248.77,386.6333333
248.79,386.6833333
248.81,386.75
248.84,386.8166667
248.89,386.9
248.91,386.9833333
248.94,387.05
248.96,387.1333333
248.98,387.2
249.01,387.2666667
249.03,387.3166667
249.05,387.3833333
249.08,387.45
249.1,387.5
249.12,387.55
249.15,387.6
249.17,387.65
249.19,387.6833333
249.22,387.7166667
249.24,387.7333333
249.26,387.75
249.29,387.75
249.31,387.75
249.33,387.7333333
249.36,387.7333333
249.38,387.7166667
249.4,387.7
249.43,387.6666667
249.45,387.6333333
249.5,387.6
249.53,387.55
249.55,387.55
249.57,387.5
249.6,387.4833333
249.62,387.45
249.64,387.4333333
249.67,387.4
249.69,387.3833333
249.71,387.3833333
249.74,387.3833333
249.76,387.4
249.79,387.4333333
249.81,387.4666667
249.83,387.5
249.86,387.55
249.88,387.6166667
249.9,387.6833333
249.93,387.75
249.95,387.8333333
249.97,387.9166667
250,388
250.02,388.0833333
250.04,388.1666667
250.07,388.25
250.12,388.3333333
250.14,388.4166667
250.16,388.5
250.19,388.5833333
250.21,388.6666667
250.23,388.7333333
250.26,388.8
250.28,388.8666667
250.3,388.9166667
250.33,388.9666667
250.35,389
250.38,389.0333333
250.4,389.0666667
250.42,389.0833333
250.44,389.1
250.47,389.1166667
250.49,389.1166667
250.51,389.1
250.54,389.1
250.56,389.1
250.59,389.1
250.61,389.0666667
250.63,389.0333333
250.65,389
250.68,388.9666667
250.73,388.9333333
250.75,388.9
250.78,388.8666667
250.8,388.85
250.82,388.85
250.85,388.8333333
250.87,388.8166667
250.89,388.8
250.91,388.8
250.94,388.8166667
250.96,388.8333333
250.99,388.8666667
251.01,388.85
251.03,388.9
251.06,388.9333333
251.08,388.9833333
251.1,389.0166667
251.13,389.0666667
251.15,389.1
251.17,389.1333333
251.2,389.1666667
251.22,389.2
251.24,389.2333333
251.27,389.2666667
251.29,389.3166667
251.34,389.3666667
251.36,389.4
251.39,389.4333333
251.41,389.4666667
251.43,389.5
251.46,389.5333333
251.48,389.5666667
251.5,389.5833333
251.53,389.6
251.55,389.6166667
251.57,389.6333333
251.6,389.65
251.62,389.6666667
251.64,389.6833333
251.67,389.7
251.69,389.7166667
251.71,389.7333333
251.74,389.75
251.76,389.7666667
251.79,389.7833333
251.81,389.7833333
251.83,389.7833333
251.85,389.7833333
251.88,389.7833333
251.9,389.7833333
251.95,389.8
251.98,389.8333333
252,389.8666667
252.03,389.8666667
252.05,389.8833333
252.07,389.8833333
252.1,389.9166667
252.12,389.9333333
252.14,389.95
252.17,389.9666667
252.19,389.9833333
252.21,390
252.24,390.0166667
252.26,390.0166667
252.28,390.0166667
252.31,390.0166667
252.33,390.0166667
252.35,390.0166667
252.38,390.0166667
252.4,390
252.42,389.9833333
252.45,389.9833333
252.47,389.9833333
252.49,389.9666667
252.54,389.95
252.57,389.9333333
252.59,389.9166667
252.61,389.9
252.64,389.8833333
252.66,389.8666667
252.68,389.85
252.71,389.8333333
252.73,389.8333333
252.75,389.8333333
252.78,389.8333333
252.8,389.8166667
252.82,389.8166667
252.85,389.8166667
252.87,389.8166667
252.9,389.8166667
252.92,389.8166667
252.94,389.8166667
252.96,389.8333333
252.99,389.85
253.01,389.8666667
253.04,389.8833333
253.06,389.9
253.08,389.9166667
253.11,389.9333333
253.16,389.95
253.18,389.95
253.21,389.95
253.23,389.95
253.25,389.9666667
253.28,389.9833333
253.3,390.0166667
253.32,390.05
253.35,390.0666667
253.37,390.0833333
253.39,390.1
253.42,390.1
253.44,390.1
253.46,390.1
253.49,390.1166667
253.51,390.1166667
253.53,390.1333333
253.56,390.1333333
253.58,390.15
253.6,390.1666667
253.63,390.1833333
253.65,390.2
253.67,390.2166667
253.7,390.2333333
253.72,390.25
253.77,390.25
253.8,390.25
253.82,390.25
253.84,390.25
253.87,390.25
253.89,390.25
253.91,390.25
253.93,390.2333333
253.96,390.2166667
253.98,390.2
254.01,390.1833333
254.03,390.1833333
254.05,390.1833333
254.07,390.1833333
254.1,390.1833333
254.12,390.1833333
254.15,390.1833333
254.17,390.1833333
254.19,390.1666667
254.22,390.1666667
